subject,first_email_date,email_count
Fwd: [PRM] Non Compliant Notifications for Master Roofing & Siding Inc - SL278: Skyline 143 Prospect Rd (BG Development) Project,2025-06-12,2
Happening now: fkohn@masterroofingus.com is inviting you to a video call,2025-06-12,6
"Next Day Positive Pay NY: 8 Exceptions totaling $41,409.61",2025-06-12,2
"Notes: Meeting Jun 12, 2025 at 11:31 AM EDT",2025-06-12,2
Principal Payment - Master Roofing,2025-06-12,2
RE: #21762 -- Aaron Hirsch / Master Roofing / Tax Audit / 2019-2022,2025-06-12,6
RE: 1692 Weeks Ave - Roofing & Stucco,2025-06-12,6
RE: 76 Pierrepont Street,2025-06-12,12
RE: 801 Bartholdi St Roofing System Approval Call,2025-06-12,28
RE: Tillary | Coping,2025-06-12,2
RE: [EXTERNAL] Fwd: 34-20 Junction,2025-06-12,2
REMINDER: E-Verify Enhances Account Security with Login.gov,2025-06-12,4
Re: 1 Wythe Ave - Mechanical Room Waterproofing - Master Roofing,2025-06-12,6
Re: 100 Lee Ave - Stucco & roofing,2025-06-12,18
Re: 102 Fleet Place - Roofing Proposal - Master Roofing,2025-06-12,20
Re: 133 or 131 Kent Avenue,2025-06-12,2
Re: 240 Willoughby,2025-06-12,2
Re: 2892 Nostrand Avenue_ Submittals,2025-06-12,8
Re: 55 Mangin Rd,2025-06-12,6
Re: 721 roofing,2025-06-12,2
Re: 76 Pierrepont Street,2025-06-12,20
Re: 79 Maujer,2025-06-12,10
Re: 801 Bartholdi St Roofing System Approval Call,2025-06-12,36
Re: Requesting Metal Panel pricing for 1421-58th St.,2025-06-12,2
"Re: Skanska USA Building, Inc. - Subcontractor Prequalification - Master Roofing & Siding Inc.",2025-06-12,2
Re: Tillary | Coping,2025-06-12,2
Re: [EXTERNAL] Fwd: 34-20 Junction,2025-06-12,2
Roofing Quote,2025-06-12,2
"Skanska USA Building, Inc. - Subcontractor Prequalification - Master Roofing & Siding Inc.",2025-06-12,2
The symptoms you learn to live with,2025-06-12,2
This Sunday! The CLEARANCE SALE you were waiting for!,2025-06-12,2
"Your payment of $621526.73 is scheduled for Jun 12,2025",2025-06-12,2
💬 New comment added on a task assigned to you: 92 Walton St,2025-06-12,2
💬 New comment on: 102 Fleet,2025-06-12,2
💬 New comment on: 123 Linden,2025-06-12,2
💬 New comment on: 343 Himrod St,2025-06-12,2
📥 Chana assigned you a task: 29 Walton St [Proposals],2025-06-12,2
📥 Chana assigned you a task: 55 Mangin Rd- Monroe [In House take off],2025-06-12,2
📥 mirel assigned you a task: 92 Walton St [Proposals] [In House take off],2025-06-12,2
77 Water Street (Roofing and Paver) Master Roof Proposal Review  [In-person],2025-06-13,2
Announcing Sales Organization Updates,2025-06-13,2
Apex: Check-in items,2025-06-13,2
"Aron,  3-Year Price Protection: 20% Off Fleet GPS & Dual-facing AI Dashcams, Starting Now!",2025-06-13,2
Automatic reply: Master Roofing - Domino Site B,2025-06-13,2
Bid Invite: Tobyhanna Army Depot New Townhomes Project,2025-06-13,2
"Fwd: Invitation: 80 Pine Street - Master Roofing @ Fri Jun 13, 2025 10:30am - 11:30am (EDT) (bshinde@masterroofingus.com)",2025-06-13,2
"Fwd: Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-13,2
Fwd: [Corrections Needed] Holt Construction’s qualification application,2025-06-13,4
New activity on a task assigned to you: 111 Willighaby St [Proposals],2025-06-13,8
"Next Day Positive Pay NY: 5 Exceptions totaling $121,865.34",2025-06-13,2
"OOO Re: Urgent: Completion of Questionnaires and Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-13,2
RE: 532 Neptune Ave,2025-06-13,4
RE: Master Roofing 77,2025-06-13,8
Re. Pricing for porcelain pavers (80 Pine st.),2025-06-13,2
Re: 410 40th St - Roofing,2025-06-13,16
Re: 79 maujer,2025-06-13,4
Re: 833rd Avenue Conversion Project – RFP Bid,2025-06-13,4
"Re: 8915 4th Avenue Brooklyn, NY Roofing RFP",2025-06-13,22
"Re: OOO Re: Urgent: Completion of Questionnaires and Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-13,6
Re: Re. Pricing for porcelain pavers (80 Pine st.),2025-06-13,4
"Re: Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-13,8
SL249 (Skyline249): 155 S Elliott Pl. (One Five Five LLC) Project - Master Roofing & Siding Inc.,2025-06-13,2
"Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-13,2
What separates just good brokers from great ones?,2025-06-13,2
💬 New comment on: 162 East 36th St,2025-06-13,2
💬 New comment on: 558 Sackett St-Pavers,2025-06-13,4
📥 Benny assigned you a task: 453 E 166th St [Proposals],2025-06-13,2
📥 Elias assigned you a task: 111 Willighaby St [Proposals],2025-06-13,2
Summer Kids Clubs,2025-06-14,2
190 hewes,2025-06-15,2
46 a Pulaski,2025-06-15,2
"Aron (Heshy), add Zishy Reichman - Sales Specialist 💬",2025-06-15,2
Re: 532 Neptune Ave,2025-06-15,6
🔥 Online Outlet Finds! Major Markdowns Added,2025-06-15,2
1726 49 - HH/COI - Master Roofing,2025-06-16,2
178 Throop Ave,2025-06-16,2
34-20 JB - Arch Field  report corrections,2025-06-16,2
81 Beaver - Roofing Contract,2025-06-16,2
94-15 Sutphin Blvd - Warranty and Manuals - Master,2025-06-16,2
Action Requested: Prevent your Key Merchant Services account from closing.,2025-06-16,2
Ads for the upcoming issue,2025-06-16,4
"Aron (Heshy), follow Codie A. Sanchez - Founder - Investor - Writer at Contrarian Thinking",2025-06-16,2
"Aron, worth holding a spot for Master Roofing & Siding Inc.?",2025-06-16,2
Bid Invite: 15 Old Danbury Road - Wilton Project,2025-06-16,2
BuzzBID Subscription Assignment,2025-06-16,2
Crush listings. Score deals. Make an impact—with AI.,2025-06-16,2
Did you miss this month's newsletter?,2025-06-16,2
"EMAIL BLAST TO THE CAMPS, SCHOOLS, PROGRAMS ETC.",2025-06-16,2
Elevate Roots to Rooftops Newsletter: What’s New This Month,2025-06-16,4
"FW: Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-16,2
Fwd: 178 Throop Ave,2025-06-16,6
Fwd: 190 hewes,2025-06-16,2
Fwd: 46 a Pulaski,2025-06-16,2
Fwd: 81 Beaver - Roofing Contract,2025-06-16,2
Fwd: Bid Invite: 15 Old Danbury Road - Wilton Project,2025-06-16,2
"Fwd: FW: Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-16,2
Fwd: Quote Request (Trespa) - 31-88 45th St,2025-06-16,2
Fwd: Request to Set Up BuzzBID Multi-User Functionality | Ticket #2954536,2025-06-16,8
Fwd: Resignation,2025-06-16,4
Happy Monday!,2025-06-16,2
Master Roofing Us Funding,2025-06-16,2
"Next Day Positive Pay NY: 15 Exceptions totaling $317,399.66",2025-06-16,2
Non Compliant Notifications Master RNS LLC / Master Roofing & Siding Inc - SL76: Skyline 6101 16th Street,2025-06-16,2
Offer more with TAMKO,2025-06-16,2
RE: 19 Rockwell - 27th floor pavers,2025-06-16,4
RE: 224 3rd Ave - Roofing,2025-06-16,2
RE: Resignation,2025-06-16,2
"RE: Urgent: Completion of Questionnaires and Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-16,2
Re-1421-58th st.,2025-06-16,2
Re: 1726 49 - HH/COI - Master Roofing,2025-06-16,8
Re: 178 Throop Ave,2025-06-16,10
Re: 190 hewes,2025-06-16,6
Re: 46 a Pulaski,2025-06-16,8
Re: 81 Beaver - Roofing Contract,2025-06-16,12
Re: 94-15 Sutphin Blvd - Warranty and Manuals - Master,2025-06-16,14
Re: <[Secure]> RE: Check 36341,2025-06-16,8
Re: Quote | 371 Nostrand,2025-06-16,4
Re: Re-1421-58th st.,2025-06-16,2
Re: Request to Set Up BuzzBID Multi-User Functionality | Ticket #2954536,2025-06-16,36
Re: Resignation,2025-06-16,4
Re: Roof Repair and Install,2025-06-16,10
Re: SL249 (Skyline249): 155 S Elliott Pl. (One Five Five LLC) Project - Master Roofing & Siding Inc.,2025-06-16,4
"Re: URGENT- Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-16,120
Request to Schedule Zoom Meeting for Multi-User Setup,2025-06-16,2
Request to Set Up BuzzBID Multi-User Functionality,2025-06-16,2
Resignation,2025-06-16,2
Roof consultant,2025-06-16,2
School’s Out? We’ve Got the Craft!,2025-06-16,2
Siva PC-16,2025-06-16,2
"Your payment of $100000.00 is scheduled for Jun 16,2025",2025-06-16,2
💬 New comment on: 133 Kent Ave,2025-06-16,2
💬 New comment on: 81 Beaver,2025-06-16,4
📥 Tejaswini assigned you a task: 172-02 Hillside Ave- Pavers [Bids - Workflow],2025-06-16,2
"3100 Ocean - LL11 - Call w/ Salamon, Clipper re: Drop Inspections",2025-06-17,4
77 Commercial Interior planter work.,2025-06-17,2
"AARON, Enhance Your Experience with Us – Share Your Insights!",2025-06-17,2
Amendment # 3 with additional RFI's Answers - Relocation ...,2025-06-17,2
"Aron,  Triple Your Savings: Free Hardware + 20% OFF GPS & AI Dashcams + 3-Year Price Lock.",2025-06-17,4
EFT Payment Notification - County Fire,2025-06-17,2
"Exhibitors helping you stay protected, connected, and in control",2025-06-17,6
Extended Due Date  - Paramount Hudson Valley Theater & Ar...,2025-06-17,8
Facade Restoration Group Proposal FRG406-1,2025-06-17,4
Fw: 148 Beach 116 Street; ECB Hearing Update for DEP Violation,2025-06-17,2
Fwd: 77 Water Street (Roofing and Paver) Master Roof Proposal Review  [In-person],2025-06-17,4
Fwd: BuzzBID Meeting 6/17/25,2025-06-17,2
Fwd: JP Diagnostics Report Dispatch,2025-06-17,2
"Fwd: New Voicemail Message from ""LOPEZ NELI"" <8453237854> - Received at Tuesday, June 17 2025, 11:44",2025-06-17,2
"Fwd: URGENT- Submission of Documentation- Master Roofing & Siding, Inc. Sangram Ashok Pawar, Laveena Athuru,Bharat Shahaji Shinde",2025-06-17,2
Fwd: Updated Pricing - 619 Grove St. - 444 Units,2025-06-17,4
Fwd: Valley Heights - Invitation to Bid | Roofing - Master Roofing,2025-06-17,2
Holt Construction has canceled their request for corrections,2025-06-17,2
Important: Please Disregard Previous Email from this Account,2025-06-17,2
"Invitation: IT Provider, OKG Tech - Isaac Wagschal w/MasterRoofing @ Tue Jun 17, 2025 10:30am - 11am (EDT) (fkohn@masterroofingus.com)",2025-06-17,2
I’ve Launched a New Substack – Insights on Business & Legacy Planning,2025-06-17,2
"New Voicemail Message from ""LOPEZ NELI"" <8453237854> - Received at Tuesday, June 17 2025, 11:44",2025-06-17,2
New activity: 76 Pierrepont St,2025-06-17,2
"Next Day Positive Pay NY: 23 Exceptions totaling $304,640.36",2025-06-17,2
Project Saved,2025-06-17,2
RE-new monitor for PC-22,2025-06-17,2
RE: 102 Fleet,2025-06-17,2
RE: 801 Bartholdi St - Roofing assembly letter,2025-06-17,4
"RE: 8915 4th Avenue Brooklyn, NY Roofing RFP",2025-06-17,4
RE: Metal Panel Quote-Astoria building-5,2025-06-17,12
Re: 101 Alexander Avenue,2025-06-17,6
Re: 102 Fleet,2025-06-17,2
Re: 251 Wallabout St - Courtyard - Master Roofing - Warranty,2025-06-17,40
Re: 3100 Ocean Parkway - FINAL Scope of Repairs,2025-06-17,22
Re: 34-20 JB - Arch Field report corrections,2025-06-17,10
Re: 77 Commercial Interior planter work.,2025-06-17,2
Re: Bid Invitation: South Bushwick Neighborhood Homes (5 Sites),2025-06-17,12
Re: FDNY Permit Renewal - 453 E,2025-06-17,10
Re: MRAS-NUC2 Offline for 6 Months:229387 - | Ticket #2716173,2025-06-17,2
Re: Metal Panel Quote-Astoria building-5,2025-06-17,16
Re: SF verification for 151 Dwight St,2025-06-17,4
Re: Siva PC-16 | Ticket #2954614,2025-06-17,10
Re: Updated Pricing - 619 Grove St. - 444 Units,2025-06-17,4
Reference Letter - Master Roofing,2025-06-17,2
SF verification for 151 Dwight St,2025-06-17,2
"Share request for ""Joel lefko project""",2025-06-17,2
Short survey:  We would still like to know: How are we doing?,2025-06-17,4
"Stay Compliant, Build Better, and Access Funding — Latest from Latitude",2025-06-17,2
The Answer To War...,2025-06-17,2
Tobyhanna Army Depot Owner Vendor List 6.17.25 - Tobyhann...,2025-06-17,2
Tobyhanna Army Depot Site Layout 6.17.25 - Tobyhanna Army...,2025-06-17,2
Tobyhanna Army Depot Spec Items Sheets 6.16.25 - Tobyhann...,2025-06-17,2
Tuesday - tasks assigned: 2 - masterroofingus.com,2025-06-17,2
Understanding Fire Ratings and Roof Hatches,2025-06-17,2
Valley Heights - Invitation to Bid | Roofing - Master Roofing,2025-06-17,2
You're invited,2025-06-17,2
Your Asana export of Bids  project for masterroofingus.com,2025-06-17,2
Your invoice 167 from Mavriq,2025-06-17,2
"Your payment of $500000.00 is scheduled for Jun 17,2025",2025-06-17,2
💬 New comment on: 251 Wallabout St,2025-06-17,4
**ALL BIDDERS PLEASE READ**: Weiss Properties - Delran,2025-06-18,2
133 Kent,2025-06-18,2
1660 Boone Ave | Master,2025-06-18,2
303 East 44th St,2025-06-18,2
340 Evergreen,2025-06-18,2
At the AILA conference Re: Fwd: [DO NOT REPLY] LCA: Certification Email re Case I-200-25162-082372,2025-06-18,2
"Because you’re a customer, you can save on Fios Business Internet",2025-06-18,2
Bid Selection Results - Avalon North Palm Beach,2025-06-18,4
Can I start?,2025-06-18,2
"Close Out! 14,000 BTU Portable AC - Only $249",2025-06-18,2
Corporate Rebranding of U.S. Holcim Building Envelope Operations to AMRIZE,2025-06-18,2
EIFS Coverage,2025-06-18,2
Extremely Urgent Update...Israel At WAR!,2025-06-18,2
Firestone Increase,2025-06-18,2
Fwd: Bid Selection Results - Avalon North Palm Beach,2025-06-18,2
Fwd: INVITATION TO BID - Weiss Properties - Delran,2025-06-18,2
Fwd: Ink 48 Hotel (Rebel Hotel Company) - 653 11th Ave.,2025-06-18,2
Fwd: New Invoice from VisaNation Law Group,2025-06-18,2
Fwd: Re. Pricing for pavers (556 Baltic st.),2025-06-18,2
Fwd: Reminder to submit your Bid for 3. Shell & Core (Roofing),2025-06-18,2
Fwd: Request For Estimate: 69 church ave,2025-06-18,2
Fwd: [DO NOT REPLY] LCA: Certification Email re Case I-200-25162-082372,2025-06-18,2
INVITATION TO BID - Weiss Properties - Delran,2025-06-18,2
Ink 48 Hotel (Rebel Hotel Company) - 653 11th Ave.,2025-06-18,2
Invitation to Bid- 230 E. 48th,2025-06-18,2
It’s important that we talk about your new PCI ComplyAlly service,2025-06-18,2
New Invoice from VisaNation Law Group,2025-06-18,6
New activity: 926 E 23rd Street [Projects] [Bids - Workflow],2025-06-18,2
"Next Day Positive Pay NY: 11 Exceptions totaling $24,110.92",2025-06-18,2
RE: 55 Old Turnpike Road Roofing Proposal,2025-06-18,2
RE: 81 Beaver - Roofing Contract,2025-06-18,10
RE: <[Secure]> RE: Check 36341,2025-06-18,4
"Re: 3100 Ocean - LL11 - Call w/ Salamon, Clipper re: Drop Inspections",2025-06-18,2
Re: INVITATION TO BID - 6208 8th Avenue,2025-06-18,2
Re: Ink 48 Hotel (Rebel Hotel Company) - 653 11th Ave.,2025-06-18,4
"Re: Open Balance = $101,636.00",2025-06-18,6
Re: Request For Estimate: 69 church ave,2025-06-18,10
Re: Request for Material,2025-06-18,6
Re: Visa,2025-06-18,6
Re: [DO NOT REPLY] LCA: Certification Email re Case I-200-25162-082372,2025-06-18,16
Reminder to Complete Your PlanHub Profile,2025-06-18,2
Request for Material,2025-06-18,2
Robotaxis set route for NYC,2025-06-18,2
Stay ahead: Updates from Indeed to upgrade your hiring,2025-06-18,2
Updated WZTC Plans (6.18.25) Issued from CONSIGLI CONSTRUCTION - HHFT Breakneck Connector - West Sid,2025-06-18,2
Visa,2025-06-18,2
Wednesday - tasks assigned: 1 - masterroofingus.com,2025-06-18,2
[DO NOT REPLY] LCA: Certification Email re Case I-200-25162-082354,2025-06-18,2
[DO NOT REPLY] LCA: Certification Email re Case I-200-25162-082372,2025-06-18,2
[DO NOT REPLY] LCA: Certification Email re Case I-200-25162-082377,2025-06-18,2
💬 New comment added on a task assigned to you: 58 Berry St,2025-06-18,2
💬 New comment on: 102 Fleet Place,2025-06-18,2
💬 New comment on: 296 Wythe / 74 North 1st,2025-06-18,2
💬 New comment on: 635 Chauncey- 676 Cent…,2025-06-18,2
💬 New comment on: 76 Pierrepont St,2025-06-18,2
📥 Isaac assigned you a task: 1726 49th St [Bids - Workflow],2025-06-18,2
📥 Isaac assigned you a task: 24-09 Jackson Avenue-Court Square [Bids - Workflow],2025-06-18,2
📥 Isaac assigned you a task: 313 East 17- Paneling [Bids - Workflow],2025-06-18,2
1086 Dumont - Roofing/Stucco,2025-06-19,2
1410 New York ave fence bill,2025-06-19,2
169 Knickerbocker Ave - Roofing  - Master Roofing,2025-06-19,2
2065 57st,2025-06-19,2
676 Central,2025-06-19,2
Addendum #1 - Paramount Hudson Valley Theater & Art Center,2025-06-19,8
"Aron (Heshy), thanks for being a valued member",2025-06-19,2
Ateres Yoel Construction Update,2025-06-19,2
"Basically, We Would Like To Introduce Ourselves",2025-06-19,2
Company Support Letters,2025-06-19,2
DOCUMENTS,2025-06-19,2
Fwd: 1086 Dumont - Roofing/Stucco,2025-06-19,2
"Fwd: 1655 1st Ave - Roofing , Stucco & Panel (Building A & B)",2025-06-19,2
Fwd: 169 Knickerbocker Ave - Roofing  - Master Roofing,2025-06-19,4
Fwd: 60-66 Gerry St Roofing - EIFS,2025-06-19,2
"Fwd: 68-15 Main St, Flushing, NY 11367 - Roofing RFP",2025-06-19,2
Fwd: Bid Invitation: South Bushwick Neighborhood Homes (5 Sites),2025-06-19,4
Fwd: Invitation to Bid- 230 E. 48th,2025-06-19,2
G-28,2025-06-19,2
I-129,2025-06-19,2
Immediate assistance requird - PC-19,2025-06-19,2
Important update on 151 Dwight St. - Revisions Required,2025-06-19,4
"Interim Inspection Completed for MASTER ROOFING & SIDING INC  (Project # 158 Lott St/Building D, Project Name:   4915800",2025-06-19,2
"Interim Inspection Completed for MASTER ROOFING & SIDING INC  (Project # 2363 Bedford/Building C, Project Name:   4915792",2025-06-19,2
MWBE,2025-06-19,2
More Than Mounts – A Partner You Can Count On,2025-06-19,2
"PIN Request Approved for MASTER ROOFING & SIDING INC   (Project # 4990180 , Project Name: 558 sackett St.)",2025-06-19,2
"PIN Submittal Confirmation for MASTER ROOFING & SIDING INC  (Project # 4990180, Project Name: 558 sackett St.)",2025-06-19,2
Pipeline as discussed,2025-06-19,2
RAL 8019 - ALPOLIC,2025-06-19,2
RE: 172-02 Hillside Ave - Pavers,2025-06-19,4
RE: RAL 8019 - ALPOLIC,2025-06-19,8
RE: [DO NOT REPLY] LCA: Certification Email re Case I-200-25162-082372,2025-06-19,2
RFP - Panel - Canopy & Balcony After CO - 427 Marcy Avenue,2025-06-19,2
Re: 1086 Dumont - Roofing/Stucco,2025-06-19,18
Re: 1410 New York ave fence bill,2025-06-19,14
Re: 1660 Boone Ave | Master,2025-06-19,6
Re: 169 Knickerbocker Ave - Roofing - Master Roofing,2025-06-19,30
Re: 2065 57st,2025-06-19,2
Re: 60-66 Gerry St Roofing - EIFS,2025-06-19,12
Re: 676 Central,2025-06-19,8
Re: Immediate assistance requird - PC-19,2025-06-19,2
Re: Invitation to Bid- 230 E. 48th,2025-06-19,30
Re: MWBE,2025-06-19,8
Re: PC19 - please respond | Ticket #2959527,2025-06-19,10
Re: RAL 8019 - ALPOLIC,2025-06-19,6
Re: RFP - Panel - Canopy & Balcony After CO - 427 Marcy Avenue,2025-06-19,44
Re: Re_427 Marcy ave. Panel - Canopy & Balcony,2025-06-19,12
Re: Roof saddle Brook,2025-06-19,2
Re_427 Marcy ave. Panel - Canopy & Balcony,2025-06-19,2
Thursday - tasks assigned: 4 - masterroofingus.com,2025-06-19,2
Weekly Torah & Tidbits,2025-06-19,2
Your new JMConnexus Portal password,2025-06-19,2
💬 New comment on: 427 Marcy,2025-06-19,2
💬 New comment on: 88 Schermerhorn,2025-06-19,2
💬 New comment on: 89-61 162nd Street,2025-06-19,2
"3100 Ocean Pkwy - Drop Inspection w/ Salamon, Clipper",2025-06-20,2
3100 Ocean Pkwy Onsite Meeting - Local Law 11 Review,2025-06-20,4
Addendum #4 - Runnemede Multi-Family Conversion,2025-06-20,4
"Aron,  Save Thousands on Fleet Tracking Costs – 20% OFF GPS & AI Dashcams + Free Hardware.",2025-06-20,2
"Canceled: 3100 Ocean Pkwy - Drop Inspection w/ Salamon, Clipper",2025-06-20,2
"Complete with Docusign: ""Masterroofingus//settlement_Agreement_June 6VFCAAO""",2025-06-20,2
Do you know how much rebate money you’re missing out on Aron?,2025-06-20,2
Don't forget! Cohen Family Birthday Bash is coming up.,2025-06-20,2
"Flash Sale: Beat the Heat – Unbeatable Savings on AC, Fridges & More – Act Fast!",2025-06-20,4
Friday - tasks assigned: 4 - masterroofingus.com,2025-06-20,2
Fwd: 1655 53rd St.,2025-06-20,2
Fwd: Fw: 1481 St Marks Ave,2025-06-20,2
Fwd: RAL 8019 - ALPOLIC,2025-06-20,2
Is your sweet tooth a stowaway?,2025-06-20,2
"New ""Status Change Report"" for E‑Verify Users Following Parole Termination and EAD Revocation",2025-06-20,2
New activity: 880 Atlantic [Projects],2025-06-20,2
"Next Day Positive Pay NY: 7 Exceptions totaling $50,138.28",2025-06-20,2
Pair Your Brachos Perfectly,2025-06-20,2
Quick Clarification on H-1B Visa Stamping Timeline,2025-06-20,2
RE: 169 Knickerbocker Ave - Roofing - Master Roofing,2025-06-20,20
RE: Re_427 Marcy ave. Panel - Canopy & Balcony,2025-06-20,6
Re: 303 East 44th St,2025-06-20,22
Re: EIFS Coverage,2025-06-20,14
"פרשת שלח תשפ""ה (ב) בהירות לאור המצב בא''י",2025-06-20,2
💬 New comment on: 58 Berry st,2025-06-20,2
📥 Tejaswini assigned you a task: 558 Sackett St-Pavers [Bids] [Bids - Workflow],2025-06-20,2
"FDNY's ""Steam Age"" Rules Are Breaking NYC's Climate Goals",2025-06-21,2
"Interim Inspection Completed for MASTER ROOFING & SIDING INC  (Project # 2201 Beverly/ Building A, Project Name:   4915773",2025-06-21,2
3846 Bailey Ave. - Roof/Stucco (Master),2025-06-22,2
Hostess Gifts That Speak Volumes,2025-06-22,2
Re: 284 4th_100%DD_Pricing,2025-06-22,8
"Reminder, FREE tomorrow in Amuka (Special Tefillah for War and you) through Yad L'Achim",2025-06-22,2
Use The Code WELCOME10,2025-06-22,2
לכבוד חשובי תומכי כוללנו,2025-06-22,2
1466 46 - RFP - Master Roofing,2025-06-23,2
162 E 36th Street Elastomeric Coating Samples,2025-06-23,6
"Aron (Heshy), add Tehilla Bennett - Founder and Principal Interior Designer 💬",2025-06-23,2
"Aron (Heshy), follow Mario Sergio Cortella - Professor at MSCortella Consultoria",2025-06-23,2
"Aron, how roofers are saving 15+ hrs/month",2025-06-23,2
CONSIGLI CONSTRUCTION INVITATION TO BID - HHFT Breakneck Connector - West Side GMP,2025-06-23,2
CP210309 | 565 WESTWOOD AVE  - REQ/INV REMINDER - JUNE,2025-06-23,2
"Elevate is Now Part of Amrize – New Parent Company Name, Same Trusted Brand",2025-06-23,2
Expand your talent pool with Smart Sourcing,2025-06-23,2
Final Call Free Webinar Tomorrow - Drive new Business by promoting your Q Score,2025-06-23,2
Fwd: 1466 46 - RFP - Master Roofing,2025-06-23,2
Fwd: 148 Beach 116 Street; ECB Hearing Update for DEP Violation,2025-06-23,2
Fwd: 284 4th_100%DD_Pricing,2025-06-23,4
Fwd: 5501 New Utrecht,2025-06-23,4
Fwd: 77 Water - Roofing and Pavers (Master Roofing) - Bid Addendum #2,2025-06-23,2
Hidden Gems from Waterdale ✨,2025-06-23,2
I want to replace my attic fan in Monroe ny,2025-06-23,2
Important SSI Reminder: Our Ohio Branch Has Relocated,2025-06-23,2
Monday - tasks assigned: 3 - masterroofingus.com,2025-06-23,2
Morgan Stanley: Insights & Outcomes Entrepreneur,2025-06-23,2
"Next Day Positive Pay NY: 20 Exceptions totaling $436,581.24",2025-06-23,2
Quick win for Master Roofing and Siding,2025-06-23,2
RE: 148 Beach 116 Street; ECB Hearing Update for DEP Violation,2025-06-23,2
RE: 34-20 JB - Arch Field  report corrections,2025-06-23,2
RE: 3846 Bailey Ave. - Roof/Stucco (Master),2025-06-23,2
RE: Bid Invitation: South Bushwick Neighborhood Homes (5 Sites),2025-06-23,2
RE: Non Compliant Notifications Master RNS LLC / Master Roofing & Siding Inc - SL76: Skyline 6101 16th Street,2025-06-23,6
RSA/Yeshiva Chofetz Chaim 30K Sweepstakes!,2025-06-23,2
Range update: SANITEC SB,2025-06-23,2
Re: 1042 atlantic av roofing,2025-06-23,2
Re: 1466 46 - RFP - Master Roofing,2025-06-23,10
Re: 148 Beach 116 Street; ECB Hearing Update for DEP Violation,2025-06-23,2
Re: 162 E 36th Street Elastomeric Coating Samples,2025-06-23,12
Re: 3846 Bailey Ave. - Roof/Stucco (Master),2025-06-23,10
Re: 77 Water - Roofing and Pavers (Master Roofing) - Bid Addendum #2,2025-06-23,2
"Re: CP231120 - RFP - Roofing, Waterproofing & EIFS - Master Roofing - 316 N Broadway",2025-06-23,2
Re: Invoice # 24189 - 153 Lorimer St.,2025-06-23,2
Re: URGENT- Pending documentation,2025-06-23,14
SOPREMA Final Site Visit WP44637-0 for 88 Schermerhorn Street,2025-06-23,2
Save on Your Cleaning Kits Today!,2025-06-23,2
"Thanks for attending Alison and Craig Cohen's event, Cohen Family Birthday Bash",2025-06-23,2
Updated payroll -,2025-06-23,2
Yiddi Nussenzweig invited you to follow NYM Construction + Development,2025-06-23,2
out of office Re: Re: 162 E 36th St.,2025-06-23,2
📥 Chana assigned you a task: 77 Water Street [Bids] [follow up] [Bids - Workflow],2025-06-23,2
1527 Morris - Updated Plans (Redesigned Building): 1527 Morris Avenue,2025-06-24,4
2892 Nostrand Avenue- Master Roofing - Hanging Scaffolding proposal needed,2025-06-24,2
4030 18'th Avenue - Round Coping,2025-06-24,2
Chapter Construction - Roofing RFP - 168 East 32nd St,2025-06-24,2
Dee Voch Is Featuring Top Construction Services – Reach 100K+ Readers,2025-06-24,2
Detailed Reports,2025-06-24,2
Edgemere A2 - Roofing RFP Updated SOW and Takeoff,2025-06-24,2
Edgemere A2 Roofing RFP,2025-06-24,2
Edgemere Commons A2: Invitation to bid on 07 - Roofing and Pavers (MASTER ROOFING & SIDING INC. (ERP linked) - Bid Form),2025-06-24,2
FW: Mekor Hatorah,2025-06-24,2
Facade Restoration Group Bid Request 16-14,2025-06-24,2
From HVAC to interiors: Practical solutions for functional spaces,2025-06-24,6
Fwd: 1527 Morris - Updated Plans (Redesigned Building): 1527 Morris Avenue,2025-06-24,2
Fwd: 224 3rd Ave - Roofing,2025-06-24,2
Fwd: 34-20 JB - Arch Field  report corrections,2025-06-24,4
Fwd: CP210107 - Phase 2 Delayed - 206 Ditmas Ave,2025-06-24,2
Fwd: Facade Restoration Group Bid Request 16-14,2025-06-24,2
Fwd: I want to replace my attic fan in Monroe ny,2025-06-24,2
Fwd: JM EXPAND O FLASH,2025-06-24,2
Fwd: Request for Paver Quote,2025-06-24,2
Get 10% off early for National eSign Day!,2025-06-24,2
